id,StageName,Opportunity_Origin__c,DNB_Scoring_Rate__c,Current_Balance__c,Applicant_Type__c,Opp_number__C,Multiple_Lenders_Hardship__c,income_as_a_of_DP200_income__c,Deposit_spent_on_DOD__c,DP_Monthly_avg_of_SACC_repayments__c,Monthly_ongoing_financial_commitments__c,DP_Primary_income_frequency__c,DP_Primary_income_last_pay_date__c,DP_enders_with_uncleared_dishonours_233__c,Primary_regular_benefit_frequency__c,Last_pay_date_for_largest_inc_src_302__c,Largest_income_source_day_of_week__c,Next_pay_date_for_largest_income_source__c,Frequency_for_largest_income_source__c,Primary_regular_benefit_last_pay_date__c,loan_dishonours__c,Primary_regular_benefit_monthly_amount__c,Courts_and_Fines_transactions__c,Total_monthly_income_ongoin_Reg_231__c,DP_Total_Monthly_Benefit_Income__c,DP_Dishonours_Across_Primary_Acct_244__c,DP_No_Direct_Debits_On_Primary_Acct_355__c,DP_Budget_Management_Services__c,Hardship_Indicator_Gambling__c,DP_Monthly_rent_amount_236__c,Amount_of_SACC_commitments_due__c,Largest_income_Src_Avg_freq__c,Largest_income_Src_last_payment_amt__c,Deposits_since_last_SACC_dishonour__c,SACC_commitments_due_next_month__c,Total_monthly_credits__c,agency_collection_providers__c,Collection_agency_transactions__c,Average_monthly_amount_of_Courts_and_Fin__c,Courts_and_Fines_providers__c,income_DP200_spend_on_high_risk_merch__c,most_recent_loan_has_no_repayments__c,Deposits_since_last_dishonour__c,Income_source_is_other_income_549__c,Bank_Report_Gov_Benefit__c,Income_source_is_a_government_benefit__c,Summary_Income__c,Summary_Expenses__c,Rent_Mortgage__c,Summary_Total__c,Loan_Amount__c,Total_Repayment_Amount__c
0062x00000ENqEsAAL,Closed Won-Funded,Financier-2,,2038.02,Existing Client-Granted Loan Before,6208268,55.62,0,21.8,1676,887.53,3,14/08/2023,1,0,14/08/2023,1,,3,,3,0,0,5462,0,1,10,0,19.32,0,0,5462,5285,3,0,12499,0,0,0,0,8.44,0,1,0,0,0,6985,599,600,5786,3500,4300.58
0062x00000E6bZ1AAJ,Closed Won-Funded,MoneySpot,,2742.54,Existing Client-Granted Loan Before,5754535,47.75,0,65.82,840,1756.6899,4,15/06/2023,1,0,15/06/2023,4,,4,,1,0,0,4593.1827,0,1,24,0,0.13,0,836.48,3372.6475,4036.44,4,36.87,5061,1,3,0,0,0.12,0,1,0,0,0,3980,899,700,2381,3500,4308.98
0062x00000DH5GGAA1,Debt Management,QuickCash,,3810.39,Existing Client-Granted Loan Before,4760871,91.96,0,74.97,2291,5192.1084,2,01/02/2023,0,0,01/02/2023,3,15/02/2023,2,,5,0,1,14283.5653,0,2,15,0,4.98,0,2471.802,3370.838,6494.36,5,15.62,13778,0,0,53,1,2.65,0,0,0,0,,1088,1499,350,-761,3500,4312.42
0062x00000EDEAYAA5,Closed Won-Funded,MoneySpot,,1666.89,Existing Client-Granted Loan Before,5929908,57.3,0.07,85.59,5020,5181.8885,2,21/06/2023,0,0,21/06/2023,3,05/07/2023,2,,0,0,0,11963.4571,13,0,56,0,0.01,0,3768.2135,5330.03,5192.23,5,17.21,16322,0,0,0,0,0.01,0,5,0,0,0,9750,1500,1250,7000,3500,4312.75
0062x00000DYxalAAD,Bad Debt Watch,MoneySpot,,3805.81,Existing Client-Granted Loan Before,5062469,2.35,0.05,81.83,0,0,3,17/03/2023,0,0,17/03/2023,5,,3,,0,0,1,23394.8932,13,0,0,0,4.35,0,0,6161.55,6799.71,3,0,24524,0,0,33,1,1.09,0,3,0,0,0,4983.33,1499,750,2734.33,3500,4314.42
0062x00000DUeXvAAL,Bad Debt Watch,MoneySpot,,2000.66,Existing Client-Granted Loan Before,5378413,95.72,0,67.4,1797,2855.6619,1,24/05/2023,0,0,24/05/2023,3,31/05/2023,1,,2,0,0,6847.6101,0,2,34,0,0,0,0,631.4505,663.14,17,9.11,7148,1,7,0,0,0,0,7,1,0,0,2896.78,400,400,2096.78,3500,4315.33
0062x00000DrNoiAAF,Closed Won-Funded,MoneySpot,,2627.72,Existing Client-Granted Loan Before,5162875,35.65,0,75.99,162,1316.9904,2,18/04/2023,0,0,18/04/2023,2,02/05/2023,2,,6,0,0,9287.5648,0,12,20,0,1.54,0,136.0746,2002.745,1996.72,6,1.3,10474,1,2,0,0,0.64,0,6,0,0,0,0,599,290,-889,3500,4317.77
0062x00000EbT8XAAV,Closed Won-Funded,MoneySpot,,2581.45,Existing Client-Granted Loan Before,6292315,56.73,0,68.5,586,1415.0593,1,15/08/2023,0,0,15/08/2023,2,22/08/2023,1,,1,0,8,4631.4287,0,2,47,0,2.01,0,0,709.6616,694.95,12,0,5787,0,0,267,1,1.07,0,8,0,0,0,1672.12,400,50,1222.12,3500,4319.77
0062x00000EC9KeAAL,Closed Won-Funded,MoneySpot,,1505.44,Existing Client-Granted Loan Before,5856721,159.38,6.5,88.3,884,4015.7124,2,04/07/2023,0,2,04/07/2023,2,18/07/2023,2,03/07/2023,8,314.5935,0,4491.789,322,9,53,0,0,0,0,1810.5014,1942.57,5,0,4950,1,8,0,0,0,0,0,0,0,0,3683.33,400,820,2463.33,3500,4322.27
0062x00000EEdNKAA1,Closed Won-Funded,MoneySpot,,1864.75,Existing Client-Granted Loan Before,6026543,97.79,0,56.18,2875,5689.8463,2,25/07/2023,0,0,25/07/2023,2,08/08/2023,2,,1,0,0,6478.0291,0,2,155,0,0.19,0,2031.6738,2833.46,2833.46,7,24.04,9832,0,0,0,0,0.12,0,1,0,0,0,8654.57,1499,100,7055.57,3500,4327.87
0062x00000EEUk4AAH,Closed Won-Funded,MoneySpot,,2050.88,Existing Client-Granted Loan Before,6016565,5.38,0,97.39,162,30,2,19/07/2023,0,0,19/07/2023,3,02/08/2023,2,,0,0,0,6624.4169,0,0,8,0,24.01,0,0,2271.9666,2037.99,6,0,10042,0,0,0,0,11.8,0,6,1,0,0,3683.33,400,740,2543.33,3500,4337.69
0062x00000DZKzQAAX,Bad Debt Watch,MoneySpot,,3004.46,Existing Client-Granted Loan Before,5087336,268.82,0,54.04,1806,3414.613,2,29/03/2023,1,0,29/03/2023,3,12/04/2023,2,,5,0,2,6650.3361,0,4,34,1,5.53,0,1948.9081,941.1466,1575.3,6,34.92,11683,0,0,13,1,0.97,1,3,0,0,0,0,599,500,-1099,3500,4343.64
0062x00000E7YJbAAN,Closed Won-Funded,MoneySpot,,1850.49,Existing Client-Granted Loan Before,5831361,79.67,0,88.09,2280,3911.0113,1,29/06/2023,0,0,29/06/2023,4,06/07/2023,1,,0,0,0,9892.7855,0,0,95,0,0,0,1432.8423,2040.723,2052.12,13,14.51,9876,1,13,0,0,0,0,13,0,0,0,4940,1499,2300,1141,3500,4343.78
0062x00000DrELqAAN,Closed Won-Funded,MoneySpot,,1918.05,Existing Client-Granted Loan Before,5153681,122.26,0,84.78,2836,7097.6402,1,26/04/2023,0,0,26/04/2023,3,03/05/2023,1,,2,0,0,13290.4341,0,2,92,0,0,0,224.2577,1918.4615,2050,0,7.24,16310,0,0,0,0,0,0,0,1,0,0,0,400,150,-550,3500,4345.87
0062x00000DUxjqAAD,Closed Won-Funded,MoneySpot,,534.15,Existing Client-Granted Loan Before,5403392,200.44,0.22,49.54,2425,4191.3897,4,24/05/2023,0,0,24/05/2023,3,,4,,0,0,0,2281.5766,17,1,127,0,0,0,1653.1796,1255.946,1591.81,5,22.14,7468,1,13,0,0,0,0,5,0,0,0,5065.67,1499,100,3466.67,3500,4346.07
0062x00000DUxjqAAD,Closed Won-Funded,MoneySpot,,534.83,Existing Client-Granted Loan Before,5403392,200.44,0.22,49.54,2425,4191.3897,4,24/05/2023,0,0,24/05/2023,3,,4,,0,0,0,2281.5766,17,1,127,0,0,0,1653.1796,1255.946,1591.81,5,22.14,7468,1,13,0,0,0,0,5,0,0,0,5065.67,1499,100,3466.67,3500,4346.07
0062x00000E4z9fAAB,Closed Won-Funded,MoneySpot,,1054.58,Existing Client-Granted Loan Before,5614783,116.53,0,91.3,1010,3841.0369,1,13/06/2023,0,0,13/06/2023,2,20/06/2023,1,,8,0,0,4432.6785,0,8,44,0,0,0,10.8631,903.8276,904.63,4,20.14,5065,0,0,0,0,0,0,4,0,0,0,0,599,1200,-1799,3500,4346.38
0062x00000DZJRRAA5,Bad Debt Watch,MoneySpot,,3348.98,Existing Client-Granted Loan Before,5086233,55.91,23.33,52.78,0,1696.6127,2,13/04/2023,0,2,13/04/2023,4,27/04/2023,2,05/04/2023,0,1002.077,0,7325.3072,2029,0,16,0,0,0,0,2024.8557,2042.88,7,0,8696,0,0,0,0,0,0,7,0,0,0,0,899,0,-899,3500,4349.26
0062x00000EO5ALAA1,Closed Won-Funded,MoneySpot,,2707.6,Existing Client-Granted Loan Before,6229532,40.09,23.28,61.94,658,2250.7234,4,11/08/2023,0,0,11/08/2023,5,,4,,0,0,9,5621.88,2380,3,35,0,0.23,0,0,2108.205,2380.92,8,0,10220,0,0,350,1,0.13,0,0,0,0,0,4753.07,899,0,3854.07,3500,4349.3
0062x00000E6bgCAAR,Closed Won-Funded,MoneySpot,,1396.86,Existing Client-Granted Loan Before,5754659,62,0,48.12,1167,2998.2933,1,27/06/2023,0,0,27/06/2023,2,04/07/2023,1,,4,0,3,7105.3686,0,6,73,0,25.89,0,0,1357.265,1432.66,4,7.98,10427,0,0,23,1,14.64,0,1,0,0,0,5200,400,600,4200,3500,4351.44
0062x00000EEaTjAAL,Closed Won-Funded,MoneySpot,,2053.51,Existing Client-Granted Loan Before,6024274,2.22,0,91.24,0,0,1,26/07/2023,0,0,26/07/2023,3,02/08/2023,1,,0,0,0,6586.4948,0,0,0,0,0,0,0,1037.3276,1049.08,13,0,7542,0,0,0,0,0,0,13,0,0,0,4219.28,400,170,3649.28,3500,4351.6
0062x00000EESX4AAP,Closed Won-Funded,MoneySpot,,2053.59,Existing Client-Granted Loan Before,6015088,89.88,41.54,66.46,3658,4144.4276,1,25/07/2023,0,4,25/07/2023,2,01/08/2023,1,20/07/2023,0,3360.3333,0,8852.1932,3731,0,85,0,0.12,0,1797.8313,1171.2384,770,13,20.48,8981,0,0,0,0,0.07,0,13,0,0,0,3900,599,1100,2201,3500,4351.67
0062x00000E3xC3AAJ,Closed Won-Funded,MoneySpot,,2112.63,Existing Client-Granted Loan Before,5529457,30.27,0,43.38,638,960.9878,1,06/06/2023,0,0,06/06/2023,2,13/06/2023,1,,1,0,0,3338.8834,0,1,9,0,0,0,213.34,588.6638,736.94,9,2.19,9757,0,0,0,0,0,0,9,0,0,0,2816.67,400,2000,416.67,3500,4351.73
0062x00000E4VJVAA3,Closed Won-Funded,MoneySpot,,2426.29,Existing Client-Granted Loan Before,5577827,153.96,0.34,99.61,1187,4421.2348,2,08/06/2023,0,0,08/06/2023,4,22/06/2023,2,,6,0,0,5726.0352,27,6,42,0,0.3,0,1726.7396,2269.0157,2045.13,1,22.03,7838,0,0,0,0,0.19,0,1,0,0,0,7981.59,599,500,6882.59,3500,4354.85
0062x00000EMAiAAAX,Closed Won-Funded,MoneySpot,,2436.39,Existing Client-Granted Loan Before,6084824,94.41,0,79.06,1728,5377.2103,1,02/08/2023,1,0,02/08/2023,3,09/08/2023,1,,14,0,4,8751.1267,0,18,77,0,0,0,0,1784.5115,1966.55,2,2.42,11874,1,14,38,3,0,0,2,0,0,0,6361.33,400,1200,4761.33,3500,4356.86
0062x00000E6gwQAAR,Closed Won-Funded,MoneySpot,,1572.64,Existing Client-Granted Loan Before,5759507,79.3,0,62.88,1959,4722.6797,1,28/06/2023,0,0,28/06/2023,3,05/07/2023,1,,2,0,0,6790.2866,0,2,81,0,1.49,0,337.5561,1562.6961,1149,9,22.89,7470,0,0,0,0,1.35,0,9,0,0,0,2806.92,899,760,1147.92,3500,4357.06
0062x00000ECYiyAAH,Closed Won-Funded,MoneySpot,,1939.76,Existing Client-Granted Loan Before,5885326,183.29,2.85,39.74,1943,5769.1111,1,05/07/2023,0,3,05/07/2023,2,12/07/2023,1,21/06/2023,0,100.8833,2,4186.4333,113,0,0,0,3.73,0,1005.4676,900,900,12,48.7,3953,2,29,44,1,3.69,0,12,1,0,0,3481.83,1499,100,1882.83,3500,4357.46
0062x00000DsWQPAA3,Closed Won-Funded,MoneySpot,,1356.52,Existing Client-Granted Loan Before,5245721,68.99,0,87,2225,2782.3664,1,04/05/2023,0,0,04/05/2023,4,11/05/2023,1,,0,0,0,5916.5406,0,0,43,0,0.16,0,717.0691,1147.9483,1349.6,12,8.97,7997,0,0,0,0,0.1,0,12,0,0,0,4116.67,400,100,3616.67,3500,4357.49
0062x00000Dt4XsAAJ,Closed Won-Funded,MoneySpot,,544.9,Existing Client-Granted Loan Before,5284709,12.53,0,66.94,485,111.5,4,28/04/2023,0,0,28/04/2023,5,,4,,0,0,0,10727.1717,0,0,4,0,0.33,0,0,3083.64,8821.6,5,0,11273,0,0,0,0,0.15,0,5,1,0,0,0,400,600,-1000,3500,4357.56
0062x00000E4RxYAAV,Closed Won-Funded,MoneySpot,,2201.89,Existing Client-Granted Loan Before,5574378,45.03,0,63.74,2063,3570.281,4,08/06/2023,0,0,08/06/2023,4,,4,,1,0,0,7752.2033,0,4,5,0,0,0,1451.868,2325.66,3438.5,10,16.34,8884,1,7,0,0,0,0,1,1,0,0,7443.43,1499,850,5094.43,3500,4360.44
0062x00000ECFMRAA5,Closed Won-Funded,MoneySpot,,1739.9,Existing Client-Granted Loan Before,5864565,59.27,0,81.88,1139,3391.5134,2,06/07/2023,0,0,06/07/2023,4,20/07/2023,2,,8,0,0,6325.2796,0,10,44,0,0,0,249.9236,2911.3628,2623.01,0,12.77,7105,0,0,0,0,0,0,0,0,0,0,0,599,2200,-2799,3500,4365.85
0062x00000EOAbiAAH,Closed Won-Funded,Financier-2,,2429.22,Existing Client-Granted Loan Before,6238078,162.45,0.21,96.97,2653,4364.0832,3,14/08/2023,0,0,14/08/2023,1,,3,,3,0,0,8689.055,50,3,34,0,12.44,0,1853.7173,4998.9933,4918.51,1,13.83,23157,0,0,0,0,2.69,0,1,1,0,0,4030,1499,200,2331,3500,4366.7
0062x00000E5B1BAAV,Closed Won-Funded,Financier-2,,845.61,Existing Client-Granted Loan Before,5628986,0,0,50.76,1104,394.4633,0,,0,0,,0,,0,,0,0,0,1.57,0,0,26,0,0,0,0,0,0,0,17.05,6566,0,0,0,0,0,0,0,0,0,0,3947.67,1499,1000,1448.67,3500,4371.08
0062x00000E7KYMAA3,Closed Won-Funded,Financier-2,,1748.57,Existing Client-Granted Loan Before,5812371,41.75,0.67,55.72,1814,3245.137,1,29/06/2023,0,4,29/06/2023,4,06/07/2023,1,28/06/2023,18,39.75,7,7869.7455,53,23,97,0,0.52,0,956.9155,1784.6346,1357,6,24.04,7862,1,19,560,1,0.51,0,1,1,0,0,0,599,500,-1099,3500,4373.8
0062x00000E3lglAAB,Closed Won-Funded,MoneySpot,,1066.78,Existing Client-Granted Loan Before,5516155,20.55,0,76.95,1289,1222.23,4,05/06/2023,0,0,05/06/2023,1,,4,,1,0,0,10313.4502,0,1,23,0,126.71,0,0,496.5,700,15,0,12339,0,0,0,0,67.98,0,15,1,0,0,3263,599,900,1764,3500,4374.16
0062x00000E3zugAAB,Bad Debt Watch,Financier-2,,3037.26,Existing Client-Granted Loan Before,5531853,27.02,18.67,94.44,1310,0,1,07/06/2023,1,4,07/06/2023,3,14/06/2023,1,15/05/2023,3,1087.3233,0,10240.6767,2459,1,9,0,0,0,0,1115.3733,2118.44,3,0,13165,0,0,0,0,0,0,3,0,0,0,5325.67,400,481,4444.67,3500,4377.14
0062x00000E54BzAAJ,Closed Won-Funded,MoneySpot,,1055.95,Existing Client-Granted Loan Before,5618923,28.02,0,89.95,786,978.84,2,01/06/2023,0,0,01/06/2023,4,15/06/2023,2,,0,0,0,6596.4712,0,1,32,0,0,0,0,1899.2366,1984.62,6,0,9050,0,0,0,0,0,0,0,0,0,0,0,599,600,-1199,3500,4377.34
0062x00000EO6ogAAD,Closed Won-Funded,MoneySpot,,2986.72,Existing Client-Granted Loan Before,6231213,50.84,0,52.95,2942,3633.309,2,02/08/2023,0,0,02/08/2023,3,16/08/2023,2,,0,0,0,9478.5825,0,1,35,0,0.06,0,868.7,3838.34,3236.63,6,8.44,10289,1,13,0,0,0.05,0,0,0,0,0,4446,400,100,3946,3500,4377.35
0062x00000EMJDJAA5,Closed Won-Funded,QuickCash,,1790.6,Existing Client-Granted Loan Before,6095047,38.49,0,87.79,825,897.9045,1,31/07/2023,0,0,31/07/2023,1,07/08/2023,1,,0,0,0,5752.7088,0,0,45,0,2.74,0,192.9216,880.4815,912.39,13,8.44,7543,1,17,0,0,1.39,0,13,1,0,0,3939,1499,175,2265,3500,4377.94
0062x00000E63yBAAR,Closed Won-Funded,MoneySpot,,2980.47,Existing Client-Granted Loan Before,5702148,93.81,0.3,32.21,5157,253.24,4,22/06/2023,2,4,22/06/2023,4,,4,19/06/2023,5,95.9833,0,15887.9433,96,5,30,0,20.79,0,506.9589,2244.4444,2000,5,1.63,31119,1,14,0,0,4.5,0,5,1,0,0,4853.33,1499,1000,2354.33,3500,4378.49
0062x00000Ec8f4AAB,Closed Won-Funded,MoneySpot,,2871.36,Existing Client-Granted Loan Before,6335109,34.11,0,47.66,824,3384.2788,1,23/08/2023,0,0,23/08/2023,3,30/08/2023,1,,0,0,2,12266.2897,0,0,34,0,0,0,0,2712.3846,2812,13,5.76,14497,0,0,28,1,0,0,13,0,0,0,0,400,200,-600,3500,4379.85
0062x00000EMi1YAAT,Closed Won-Funded,MoneySpot,,2905.59,Existing Client-Granted Loan Before,6124922,94.07,0,89.19,1830,4831.6125,2,31/07/2023,0,0,31/07/2023,1,14/08/2023,2,,0,0,2,7661.4102,0,0,58,0,0.37,0,1194.2119,2709.0557,2516.98,7,4.46,26769,1,8,53,1,0.08,0,7,0,0,0,6353.74,400,450,5503.74,3500,4381.1
0062x00000E5CzeAAF,Closed Won-Funded,MoneySpot,,1458.91,Existing Client-Granted Loan Before,5630623,36.07,0,58.86,1515,799.8066,1,14/06/2023,0,0,14/06/2023,3,21/06/2023,1,,0,0,0,4653.6423,0,0,37,0,1.14,0,935.6704,966.5384,1015,13,20.16,4642,0,0,0,0,1.03,0,13,1,0,0,3813.33,400,100,3313.33,3500,4384.31
0062x00000EEA8UAAX,Closed Won-Funded,MoneySpot,,2426.6,Existing Client-Granted Loan Before,5994145,85.44,0,56.49,910,2235.6315,2,12/07/2023,0,0,12/07/2023,3,26/07/2023,2,,0,0,0,5822.7013,0,0,54,0,0,0,0,1780.97,1780.97,6,14.92,6117,1,7,0,0,0,0,6,0,0,0,3538,599,140,2799,3500,4388.49
0062x00000EOMtJAAX,Closed Won-Funded,MoneySpot,,3304.94,Existing Client-Granted Loan Before,6253132,42.95,0.05,39.57,1070,2634.0112,3,18/08/2023,1,0,18/08/2023,5,,3,,9,0,0,17726.54,13,8,15,0,112.09,0,0,11026.54,11026.54,3,4.38,24785,0,0,0,0,49.87,0,1,0,0,0,8860.8,1499,2000,5361.8,3500,4389.27
0062x00000E5uI6AAJ,Closed Won-Funded,MoneySpot,,1837.6,Existing Client-Granted Loan Before,5689811,270.82,0,94.48,489,266.1534,2,16/06/2023,0,0,16/06/2023,5,30/06/2023,2,,0,0,0,366.6666,0,0,13,0,6.38,0,557.6896,133.3333,150,6,99.59,560,1,14,0,0,3.04,0,6,1,0,0,1419.17,599,1000,-179.83,3500,4389.82
0062x00000EC6ouAAD,Closed Won-Funded,MoneySpot,,2095.8,Existing Client-Granted Loan Before,5854891,56.57,12.25,32,1342,2434.2533,3,22/06/2023,0,4,22/06/2023,4,,3,27/06/2023,5,1286.8166,0,9216.6498,1287,6,31,0,0,0,1609.8048,5975.6666,5975.67,1,32.6,10499,0,0,0,0,0,0,1,1,0,0,5416.67,599,400,4417.67,3500,4391.63
0062x00000Ec912AAB,Closed Won-Funded,MoneySpot,,2786.13,Existing Client-Granted Loan Before,6337102,27.84,0,84.81,272,1008.0465,2,22/08/2023,0,0,22/08/2023,2,05/09/2023,2,,0,0,0,4748.0301,0,0,32,0,3.23,0,313.1142,2177.2642,1949.3,7,5.55,5639,1,8,0,0,2.71,0,7,0,0,0,1800,599,600,601,3500,4392.6
